Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1964,Innsbruck,Ski,Ski alpin, William Kidd,États-Unis,Men,Slalom,Argent
1964,Innsbruck,Ski,Ski alpin, Jean Saubert,États-Unis,Women,Slalom,Bronze
1964,Innsbruck,Ski,Ski alpin, Christine Goitschel,France,Women,Slalom,Or
1964,Innsbruck,Ski,Ski alpin, Marielle Goitschel,France,Women,Slalom,Argent
1964,Innsbruck,Ski,Ski de fond, Mariya Gusakova,Union des républiques socialistes soviétiques,Women,10KM,Bronze
1964,Innsbruck,Ski,Ski de fond, Klavdiya Boyarskikh,Union des républiques socialistes soviétiques,Women,10KM,Or
1964,Innsbruck,Ski,Ski de fond, Yevdoyka Mekshilo,Union des républiques socialistes soviétiques,Women,10KM,Argent
1964,Innsbruck,Ski,Ski de fond, Sixten Jernberg,Suède,Men,15KM,Bronze
1964,Innsbruck,Ski,Ski de fond, Eero Mäntyranta,Finlande,Men,15KM,Or
1964,Innsbruck,Ski,Ski de fond, Harald Grönningen,Norvège,Men,15KM,Argent
1964,Innsbruck,Ski,Ski de fond, Igor Voronchikhin,Union des républiques socialistes soviétiques,Men,30KM départ groupé,Bronze
1964,Innsbruck,Ski,Ski de fond, Eero Mäntyranta,Finlande,Men,30KM départ groupé,Or
1964,Innsbruck,Ski,Ski de fond, Harald Grönningen,Norvège,Men,30KM départ groupé,Argent
1964,Innsbruck,Ski,Ski de fond, Mirja Lehtonen,Finlande,Women,Relais 3X5KM,Bronze
1964,Innsbruck,Ski,Ski de fond, Toini K. Pöysti,Finlande,Women,Relais 3X5KM,Bronze
1964,Innsbruck,Ski,Ski de fond, Senja Pusula,Finlande,Women,Relais 3X5KM,Bronze
1964,Innsbruck,Ski,Ski de fond, Klavdiya Boyarskikh,Union des républiques socialistes soviétiques,Women,Relais 3X5KM,Or
1964,Innsbruck,Ski,Ski de fond, Alevtina Kolchina,Union des républiques socialistes soviétiques,Women,Relais 3X5KM,Or
1964,Innsbruck,Ski,Ski de fond, Yevdoyka Mekshilo,Union des républiques socialistes soviétiques,Women,Relais 3X5KM,Or
1964,Innsbruck,Ski,Ski de fond, Toini Gustafsson,Suède,Women,Relais 3X5KM,Argent
1964,Innsbruck,Ski,Ski de fond, Barbro Martinsson,Suède,Women,Relais 3X5KM,Argent
1964,Innsbruck,Ski,Ski de fond, Britt Strandberg,Suède,Women,Relais 3X5KM,Argent
1964,Innsbruck,Ski,Ski de fond, Pavel Kolchin,Union des républiques socialistes soviétiques,Men,Relais 4X10KM,Bronze
1964,Innsbruck,Ski,Ski de fond, Ivan Utrobin,Union des républiques socialistes soviétiques,Men,Relais 4X10KM,Bronze
1964,Innsbruck,Ski,Ski de fond, Gennadi Vaganov,Union des républiques socialistes soviétiques,Men,Relais 4X10KM,Bronze
1964,Innsbruck,Ski,Ski de fond, Igor Voronchikhin,Union des républiques socialistes soviétiques,Men,Relais 4X10KM,Bronze
1964,Innsbruck,Ski,Ski de fond, Karl-Ake Asph,Suède,Men,Relais 4X10KM,Or
1964,Innsbruck,Ski,Ski de fond, Sixten Jernberg,Suède,Men,Relais 4X10KM,Or
1964,Innsbruck,Ski,Ski de fond, Assar Rönnlund,Suède,Men,Relais 4X10KM,Or
1964,Innsbruck,Ski,Ski de fond, Janne Stefansson,Suède,Men,Relais 4X10KM,Or
1964,Innsbruck,Ski,Ski de fond, Väinö Veikko Sakari Huhtala,Finlande,Men,Relais 4X10KM,Argent
1964,Innsbruck,Ski,Ski de fond, Kalevi Laurila,Finlande,Men,Relais 4X10KM,Argent
1964,Innsbruck,Ski,Ski de fond, Eero Mäntyranta,Finlande,Men,Relais 4X10KM,Argent
1964,Innsbruck,Ski,Ski de fond, Arto Tiainen,Finlande,Men,Relais 4X10KM,Argent
1964,Innsbruck,Ski,Ski de fond, Arto Tiainen,Finlande,Men,50KM,Bronze
1964,Innsbruck,Ski,Ski de fond, Sixten Jernberg,Suède,Men,50KM,Or
1964,Innsbruck,Ski,Ski de fond, Assar Rönnlund,Suède,Men,50KM,Argent
1964,Innsbruck,Ski,Ski de fond, Alevtina Kolchina,Union des républiques socialistes soviétiques,Women,5KM,Bronze
1964,Innsbruck,Ski,Ski de fond, Klavdiya Boyarskikh,Union des républiques socialistes soviétiques,Women,5KM,Or
1964,Innsbruck,Ski,Ski de fond, Mirja Lehtonen,Finlande,Women,5KM,Argent
1964,Innsbruck,Ski,Combiné nordique, Georg Thoma,Équipe unifiée d'Allemagne,Men,Individuel,Bronze
1964,Innsbruck,Ski,Combiné nordique, Tormod Knutsen,Norvège,Men,Individuel,Or
1964,Innsbruck,Ski,Combiné nordique, Nikolay Kiselyov,Union des républiques socialistes soviétiques,Men,Individuel,Argent
1964,Innsbruck,Ski,Saut à ski, Torgeir Brandtzäg,Norvège,Men,K120 Individuel (90M),Bronze
1964,Innsbruck,Ski,Saut à ski, Toralf Engan,Norvège,Men,K120 Individuel (90M),Or
1964,Innsbruck,Ski,Saut à ski, Veikko Kankkonen,Finlande,Men,K120 Individuel (90M),Argent
1964,Innsbruck,Ski,Saut à ski, Torgeir Brandtzäg,Norvège,Men,K90 Individual (70M),Bronze
1964,Innsbruck,Ski,Saut à ski, Veikko Kankkonen,Finlande,Men,K90 Individual (70M),Or
1964,Innsbruck,Ski,Saut à ski, Toralf Engan,Norvège,Men,K90 Individual (70M),Argent
1968,Grenoble,Biathlon,Biathlon, Vladimir Gundartsev,Union des républiques socialistes soviétiques,Men,20KM,Bronze
1968,Grenoble,Biathlon,Biathlon, Magnar Solberg,Norvège,Men,20KM,Or
1968,Grenoble,Biathlon,Biathlon, Aleksandr Tikhonov,Union des républiques socialistes soviétiques,Men,20KM,Argent
1968,Grenoble,Biathlon,Biathlon, Lars-Göran Arwidson,Suède,Men,Relais 4X7.5KM,Bronze
1968,Grenoble,Biathlon,Biathlon, Tore Eriksson,Suède,Men,Relais 4X7.5KM,Bronze
1968,Grenoble,Biathlon,Biathlon, Holmfrid Olsson,Suède,Men,Relais 4X7.5KM,Bronze
1968,Grenoble,Biathlon,Biathlon, Olle Petrusson,Suède,Men,Relais 4X7.5KM,Bronze
1968,Grenoble,Biathlon,Biathlon, Vladimir Gundartsev,Union des républiques socialistes soviétiques,Men,Relais 4X7.5KM,Or
1968,Grenoble,Biathlon,Biathlon, Viktor Mamatov,Union des républiques socialistes soviétiques,Men,Relais 4X7.5KM,Or
1968,Grenoble,Biathlon,Biathlon, Nikolaï Pusanov,Union des républiques socialistes soviétiques,Men,Relais 4X7.5KM,Or
1968,Grenoble,Biathlon,Biathlon, Aleksandr Tikhonov,Union des républiques socialistes soviétiques,Men,Relais 4X7.5KM,Or
1968,Grenoble,Biathlon,Biathlon, Jon Istad,Norvège,Men,Relais 4X7.5KM,Argent
1968,Grenoble,Biathlon,Biathlon, Olav Jordet,Norvège,Men,Relais 4X7.5KM,Argent
1968,Grenoble,Biathlon,Biathlon, Magnar Solberg,Norvège,Men,Relais 4X7.5KM,Argent
1968,Grenoble,Biathlon,Biathlon, Ola Waerhaug,Norvège,Men,Relais 4X7.5KM,Argent
1968,Grenoble,Bobsleigh,Bobsleigh, Hans Candrian,Suisse,Men,Quatre hommes,Bronze
1968,Grenoble,Bobsleigh,Bobsleigh, Walter Graf,Suisse,Men,Quatre hommes,Bronze
1968,Grenoble,Bobsleigh,Bobsleigh, Willi Hofmann,Suisse,Men,Quatre hommes,Bronze
1968,Grenoble,Bobsleigh,Bobsleigh, Jean Wicki,Suisse,Men,Quatre hommes,Bronze
1968,Grenoble,Bobsleigh,Bobsleigh, Mario Armano,Italie,Men,Quatre hommes,Or
1968,Grenoble,Bobsleigh,Bobsleigh, Luciano De Paolis,Italie,Men,Quatre hommes,Or
1968,Grenoble,Bobsleigh,Bobsleigh, Eugenio Monti,Italie,Men,Quatre hommes,Or
1968,Grenoble,Bobsleigh,Bobsleigh, Roberto Zandonella,Italie,Men,Quatre hommes,Or
1968,Grenoble,Bobsleigh,Bobsleigh, Reinhold Durnthaler,Autriche,Men,Quatre hommes,Argent
1968,Grenoble,Bobsleigh,Bobsleigh, Josef Eder,Autriche,Men,Quatre hommes,Argent
1968,Grenoble,Bobsleigh,Bobsleigh, Herbert Gruber,Autriche,Men,Quatre hommes,Argent
1968,Grenoble,Bobsleigh,Bobsleigh, Erwin Thaler,Autriche,Men,Quatre hommes,Argent
1968,Grenoble,Bobsleigh,Bobsleigh, Nicolae Neagoe,Roumanie,Men,Deux hommes,Bronze
1968,Grenoble,Bobsleigh,Bobsleigh, Ion Panturu,Roumanie,Men,Deux hommes,Bronze
1968,Grenoble,Bobsleigh,Bobsleigh, Luciano De Paolis,Italie,Men,Deux hommes,Or
1968,Grenoble,Bobsleigh,Bobsleigh, Eugenio Monti,Italie,Men,Deux hommes,Or
1968,Grenoble,Bobsleigh,Bobsleigh, Pepi Bader,République fédérale d'allemande,Men,Deux hommes,Argent
1968,Grenoble,Bobsleigh,Bobsleigh, Horst Floth,République fédérale d'allemande,Men,Deux hommes,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Roger Bourbonnais,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Kenneth Broderick,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Raymond Cadieux,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Paul Conlin,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Gary Dineen,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Brian Glennie,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Ted Hargreaves,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Francis Huck,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Larry Marshall Johnston,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, John Barry Mckenzie,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, William Mcmillan,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Stephen Monteith,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Morris Mott,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Terrence O'Malley,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Danny O'Shea,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Gerry Pinder,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Herbert Pinder,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Wayne Stephenson,Canada,Men,Hockey sur glace,Bronze
1968,Grenoble,Hockey sur glace,Hockey sur glace, Veniamin Aleksandrov,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Viktor Blinov,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Vitali Davidov,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Anatoli Firsov,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Anatoli Ionov,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Viktor Konovalenko,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Viktor Kouskine,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Boris Mayorov,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Evgeni Mishakov,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Yuri Moisseyev,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Viktor Polupanov,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Aleksandr Ragulin,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Igor Romichevsky,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Viacheslav Starshinov,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Vladimir Vikulov,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Oleg Zaitzev,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Evgeni Zimin,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Viktor Zinger,Union des républiques socialistes soviétiques,Men,Hockey sur glace,Or
1968,Grenoble,Hockey sur glace,Hockey sur glace, Josef Cerny,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Vladimir Dzurilla,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Josef Golonka,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Jan Havel,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Petr Hejma,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Jiri Holik,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Josef Horesovsky,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Jan Hrbaty,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Jaroslav Jirik,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Jan Klapac,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Jiri Kochta,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Oldrich Machac,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Karel Masopust,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Vladimir Nadrchal,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Vaclav Nedomansky,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Frantisek Pospisil,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Frantisek Sevcik,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Hockey sur glace,Hockey sur glace, Jan Suchy,Tchécoslovaquie,Men,Hockey sur glace,Argent
1968,Grenoble,Luge,Luge, Fritz Nachmann,République fédérale d'allemande,Men,Doubles,Bronze
1968,Grenoble,Luge,Luge, Wolfgang Winkler,République fédérale d'allemande,Men,Doubles,Bronze
1968,Grenoble,Luge,Luge, Klaus Bonsack,République démocratique allemande,Men,Doubles,Or
1968,Grenoble,Luge,Luge, Thomas Köhler,République démocratique allemande,Men,Doubles,Or
1968,Grenoble,Luge,Luge, Manfred Schmid,Autriche,Men,Doubles,Argent
1968,Grenoble,Luge,Luge, Ewald Walch,Autriche,Men,Doubles,Argent
1968,Grenoble,Luge,Luge, Klaus Bonsack,République démocratique allemande,Men,Célibataires,Bronze
1968,Grenoble,Luge,Luge, Manfred Schmid,Autriche,Men,Célibataires,Or
1968,Grenoble,Luge,Luge, Thomas Köhler,République démocratique allemande,Men,Célibataires,Argent
1968,Grenoble,Luge,Luge, Angelika Dünhaupt,République fédérale d'allemande,Women,Célibataires,Bronze
1968,Grenoble,Luge,Luge, Erica Lechner,Italie,Women,Célibataires,Or
1968,Grenoble,Luge,Luge, Christa Schmuck,République fédérale d'allemande,Women,Célibataires,Argent
1968,Grenoble,Patinage,Patinage artistique, Patrick Pera,France,Men,Individuel,Bronze
1968,Grenoble,Patinage,Patinage artistique, Wolfgang Schwarz,Autriche,Men,Individuel,Or
1968,Grenoble,Patinage,Patinage artistique, Timothy Wood,États-Unis,Men,Individuel,Argent
1968,Grenoble,Patinage,Patinage artistique, Hana Maskova,Tchécoslovaquie,Women,Individuel,Bronze
1968,Grenoble,Patinage,Patinage artistique, Peggy Fleming,États-Unis,Women,Individuel,Or
1968,Grenoble,Patinage,Patinage artistique, Gabriele Seyfert,République démocratique allemande,Women,Individuel,Argent
1968,Grenoble,Patinage,Patinage artistique, Wolfgang Danne,République fédérale d'allemande,Men,Paires,Bronze
1968,Grenoble,Patinage,Patinage artistique, Margot Glockshuber,République fédérale d'allemande,Women,Paires,Bronze
1968,Grenoble,Patinage,Patinage artistique, Lyudmila Belousova,Union des républiques socialistes soviétiques,Women,Paires,Or
1968,Grenoble,Patinage,Patinage artistique, Oleg Protopopov,Union des républiques socialistes soviétiques,Men,Paires,Or
1968,Grenoble,Patinage,Patinage artistique, Aleksandr Gorelik,Union des républiques socialistes soviétiques,Men,Paires,Argent
1968,Grenoble,Patinage,Patinage artistique, Tatyana Zhuk,Union des républiques socialistes soviétiques,Women,Paires,Argent
1968,Grenoble,Patinage,Patinage de vitesse, Örjan Sandler,Suède,Men,10000M,Bronze
1968,Grenoble,Patinage,Patinage de vitesse, Johnny Höglin,Suède,Men,10000M,Or
1968,Grenoble,Patinage,Patinage de vitesse, Fred Anton Maier,Norvège,Men,10000M,Argent
1968,Grenoble,Patinage,Patinage de vitesse, Dianne Holum,États-Unis,Women,1000M,Bronze
1968,Grenoble,Patinage,Patinage de vitesse, Carolina Geijssen,Pays-Bas,Women,1000M,Or
1968,Grenoble,Patinage,Patinage de vitesse, Lyudmila Titova,Union des républiques socialistes soviétiques,Women,1000M,Argent
1968,Grenoble,Patinage,Patinage de vitesse, Cornelis Verkerk,Pays-Bas,Men,1500M,Or
1968,Grenoble,Patinage,Patinage de vitesse, Ard Schenk,Pays-Bas,Men,1500M,Argent
1968,Grenoble,Patinage,Patinage de vitesse, Ivar Eriksen,Norvège,Men,1500M,Argent
1968,Grenoble,Patinage,Patinage de vitesse, Christina Kaiser,Pays-Bas,Women,1500M,Bronze
1968,Grenoble,Patinage,Patinage de vitesse, Kaija Mustonen,Finlande,Women,1500M,Or
1968,Grenoble,Patinage,Patinage de vitesse, Carolina Geijssen,Pays-Bas,Women,1500M,Argent
1968,Grenoble,Patinage,Patinage de vitesse, Christina Kaiser,Pays-Bas,Women,3000M,Bronze
1968,Grenoble,Patinage,Patinage de vitesse, Johanna Schut,Pays-Bas,Women,3000M,Or
1968,Grenoble,Patinage,Patinage de vitesse, Kaija Mustonen,Finlande,Women,3000M,Argent
1968,Grenoble,Patinage,Patinage de vitesse, Petrus Nottet,Pays-Bas,Men,5000M,Bronze
1968,Grenoble,Patinage,Patinage de vitesse, Fred Anton Maier,Norvège,Men,5000M,Or
1968,Grenoble,Patinage,Patinage de vitesse, Cornelis Verkerk,Pays-Bas,Men,5000M,Argent
1968,Grenoble,Patinage,Patinage de vitesse, Erhard Keller,République fédérale d'allemande,Men,500M,Or
1968,Grenoble,Patinage,Patinage de vitesse, Magne Thomassen,Norvège,Men,500M,Argent
1968,Grenoble,Patinage,Patinage de vitesse, Richard Mcdermott,États-Unis,Men,500M,Argent
1968,Grenoble,Patinage,Patinage de vitesse, Lyudmila Titova,Union des républiques socialistes soviétiques,Women,500M,Or
1968,Grenoble,Patinage,Patinage de vitesse, Jennifer Fish,États-Unis,Women,500M,Argent
1968,Grenoble,Patinage,Patinage de vitesse, Dianne Holum,États-Unis,Women,500M,Argent
1968,Grenoble,Patinage,Patinage de vitesse, Mary Meyers,États-Unis,Women,500M,Argent
1968,Grenoble,Ski,Ski alpin, Jean-Daniel Dätwyler,Suisse,Men,Descente,Bronze
1968,Grenoble,Ski,Ski alpin, Jean-Claude Killy,France,Men,Descente,Or
1968,Grenoble,Ski,Ski alpin, Guy Périllat,France,Men,Descente,Argent
1968,Grenoble,Ski,Ski alpin, Christl Haas,Autriche,Women,Descente,Bronze
1968,Grenoble,Ski,Ski alpin, Olga Pall,Autriche,Women,Descente,Or
1968,Grenoble,Ski,Ski alpin, Isabelle Mir,France,Women,Descente,Argent
1968,Grenoble,Ski,Ski alpin, Heinrich Messner,Autriche,Men,Slalom géant,Bronze
1968,Grenoble,Ski,Ski alpin, Jean-Claude Killy,France,Men,Slalom géant,Or
1968,Grenoble,Ski,Ski alpin, Willy Favre,Suisse,Men,Slalom géant,Argent
1968,Grenoble,Ski,Ski alpin, Fernande Bochatay,Suisse,Women,Slalom géant,Bronze
1968,Grenoble,Ski,Ski alpin, Nancy Greene,Canada,Women,Slalom géant,Or
1968,Grenoble,Ski,Ski alpin, Annie Famose,France,Women,Slalom géant,Argent
1968,Grenoble,Ski,Ski alpin, Alfred Matt,Autriche,Men,Slalom,Bronze
1968,Grenoble,Ski,Ski alpin, Jean-Claude Killy,France,Men,Slalom,Or
1968,Grenoble,Ski,Ski alpin, Herbert Huber,Autriche,Men,Slalom,Argent
1968,Grenoble,Ski,Ski alpin, Annie Famose,France,Women,Slalom,Bronze
1968,Grenoble,Ski,Ski alpin, Marielle Goitschel,France,Women,Slalom,Or
1968,Grenoble,Ski,Ski alpin, Nancy Greene,Canada,Women,Slalom,Argent
1968,Grenoble,Ski,Ski de fond, Inger Aufles,Norvège,Women,10KM,Bronze
1968,Grenoble,Ski,Ski de fond, Toini Gustafsson,Suède,Women,10KM,Or
1968,Grenoble,Ski,Ski de fond, Berit Mördre,Norvège,Women,10KM,Argent
1968,Grenoble,Ski,Ski de fond, Gunnar Larsson,Suède,Men,15KM,Bronze
1968,Grenoble,Ski,Ski de fond, Harald Grönningen,Norvège,Men,15KM,Or
1968,Grenoble,Ski,Ski de fond, Eero Mäntyranta,Finlande,Men,15KM,Argent
1968,Grenoble,Ski,Ski de fond, Eero Mäntyranta,Finlande,Men,30KM départ groupé,Bronze
1968,Grenoble,Ski,Ski de fond, Franco Nones,Italie,Men,30KM départ groupé,Or
1968,Grenoble,Ski,Ski de fond, Odd Martinsen,Norvège,Men,30KM départ groupé,Argent
1968,Grenoble,Ski,Ski de fond, Rita Achkina,Union des républiques socialistes soviétiques,Women,Relais 3X5KM,Bronze
1968,Grenoble,Ski,Ski de fond, Alevtina Kolchina,Union des républiques socialistes soviétiques,Women,Relais 3X5KM,Bronze
1968,Grenoble,Ski,Ski de fond, Galina Kulakova,Union des républiques socialistes soviétiques,Women,Relais 3X5KM,Bronze
1968,Grenoble,Ski,Ski de fond, Inger Aufles,Norvège,Women,Relais 3X5KM,Or
1968,Grenoble,Ski,Ski de fond, Babben Enger,Norvège,Women,Relais 3X5KM,Or
1968,Grenoble,Ski,Ski de fond, Berit Mördre,Norvège,Women,Relais 3X5KM,Or
1968,Grenoble,Ski,Ski de fond, Toini Gustafsson,Suède,Women,Relais 3X5KM,Argent
1968,Grenoble,Ski,Ski de fond, Barbro Martinsson,Suède,Women,Relais 3X5KM,Argent
1968,Grenoble,Ski,Ski de fond, Britt Strandberg,Suède,Women,Relais 3X5KM,Argent
1968,Grenoble,Ski,Ski de fond, Kalevi Laurila,Finlande,Men,Relais 4X10KM,Bronze
1968,Grenoble,Ski,Ski de fond, Eero Mäntyranta,Finlande,Men,Relais 4X10KM,Bronze
1968,Grenoble,Ski,Ski de fond, Kalevi Oikarainen,Finlande,Men,Relais 4X10KM,Bronze
1968,Grenoble,Ski,Ski de fond, Hannu Taipale,Finlande,Men,Relais 4X10KM,Bronze
1968,Grenoble,Ski,Ski de fond, Ole Ellefsaeter,Norvège,Men,Relais 4X10KM,Or
1968,Grenoble,Ski,Ski de fond, Harald Grönningen,Norvège,Men,Relais 4X10KM,Or
1968,Grenoble,Ski,Ski de fond, Odd Martinsen,Norvège,Men,Relais 4X10KM,Or
1968,Grenoble,Ski,Ski de fond, Paal Tyldum,Norvège,Men,Relais 4X10KM,Or
1968,Grenoble,Ski,Ski de fond, Bjarne Andersson,Suède,Men,Relais 4X10KM,Argent
1968,Grenoble,Ski,Ski de fond, Jan Halvarsson,Suède,Men,Relais 4X10KM,Argent
1968,Grenoble,Ski,Ski de fond, Gunnar Larsson,Suède,Men,Relais 4X10KM,Argent
1968,Grenoble,Ski,Ski de fond, Assar Rönnlund,Suède,Men,Relais 4X10KM,Argent
1968,Grenoble,Ski,Ski de fond, Joseph Haas,Suisse,Men,50KM,Bronze
1968,Grenoble,Ski,Ski de fond, Ole Ellefsaeter,Norvège,Men,50KM,Or
1968,Grenoble,Ski,Ski de fond, Vyacheslav Vedenin,Union des républiques socialistes soviétiques,Men,50KM,Argent
1968,Grenoble,Ski,Ski de fond, Alevtina Kolchina,Union des républiques socialistes soviétiques,Women,5KM,Bronze
1968,Grenoble,Ski,Ski de fond, Toini Gustafsson,Suède,Women,5KM,Or
1968,Grenoble,Ski,Ski de fond, Galina Kulakova,Union des républiques socialistes soviétiques,Women,5KM,Argent
1968,Grenoble,Ski,Combiné nordique, Andreas Kunz,République démocratique allemande,Men,Individuel,Bronze
1968,Grenoble,Ski,Combiné nordique, Franz Keller,République fédérale d'allemande,Men,Individuel,Or
1968,Grenoble,Ski,Combiné nordique, Alois Kälin,Suisse,Men,Individuel,Argent
1968,Grenoble,Ski,Saut à ski, Lars Grini,Norvège,Men,K120 Individuel (90M),Bronze
1968,Grenoble,Ski,Saut à ski, Vladimir Belousov,Union des républiques socialistes soviétiques,Men,K120 Individuel (90M),Or
1968,Grenoble,Ski,Saut à ski, Jiri Raska,Tchécoslovaquie,Men,K120 Individuel (90M),Argent
1968,Grenoble,Ski,Saut à ski, Baldur Preiml,Autriche,Men,K90 Individual (70M),Bronze
1968,Grenoble,Ski,Saut à ski, Jiri Raska,Tchécoslovaquie,Men,K90 Individual (70M),Or
1968,Grenoble,Ski,Saut à ski, Reinhold Bachler,Autriche,Men,K90 Individual (70M),Argent
1972,Sapporo,Biathlon,Biathlon, Lars-Göran Arwidson,Suède,Men,20KM,Bronze
1972,Sapporo,Biathlon,Biathlon, Magnar Solberg,Norvège,Men,20KM,Or
1972,Sapporo,Biathlon,Biathlon, H-Joerg Knauthe,République démocratique allemande,Men,20KM,Argent
1972,Sapporo,Biathlon,Biathlon, H-Joerg Knauthe,République démocratique allemande,Men,Relais 4X7.5KM,Bronze
1972,Sapporo,Biathlon,Biathlon, Horst Koschka,République démocratique allemande,Men,Relais 4X7.5KM,Bronze
1972,Sapporo,Biathlon,Biathlon, Joachim Meischner,République démocratique allemande,Men,Relais 4X7.5KM,Bronze
1972,Sapporo,Biathlon,Biathlon, Dieter Speer,République démocratique allemande,Men,Relais 4X7.5KM,Bronze
